repo,file_path,llm_success,llm_error
RxJava,src/jmh/java/io/reactivex/rxjava3/core/ReducePerf.java,False,"404 models/gemini-pro is not found for API version v1beta, or is not supported for generateContent. Call ListModels to see the list of available models and their supported methods."
RxJava,src/jmh/java/io/reactivex/rxjava3/core/RxVsStreamPerf.java,False,"404 models/gemini-pro is not found for API version v1beta, or is not supported for generateContent. Call ListModels to see the list of available models and their supported methods."
RxJava,src/jmh/java/io/reactivex/rxjava3/core/StrictPerf.java,False,"404 models/gemini-pro is not found for API version v1beta, or is not supported for generateContent. Call ListModels to see the list of available models and their supported methods."
RxJava,src/jmh/java/io/reactivex/rxjava3/core/TakeUntilPerf.java,False,"404 models/gemini-pro is not found for API version v1beta, or is not supported for generateContent. Call ListModels to see the list of available models and their supported methods."
RxJava,src/jmh/java/io/reactivex/rxjava3/core/ToFlowablePerf.java,False,"404 models/gemini-pro is not found for API version v1beta, or is not supported for generateContent. Call ListModels to see the list of available models and their supported methods."
RxJava,src/jmh/java/io/reactivex/rxjava3/parallel/ParallelPerf.java,False,"404 models/gemini-pro is not found for API version v1beta, or is not supported for generateContent. Call ListModels to see the list of available models and their supported methods."
RxJava,src/jmh/java/io/reactivex/rxjava3/xmapz/FlowableConcatMapCompletablePerf.java,False,"404 models/gemini-pro is not found for API version v1beta, or is not supported for generateContent. Call ListModels to see the list of available models and their supported methods."
RxJava,src/jmh/java/io/reactivex/rxjava3/xmapz/FlowableConcatMapMaybeEmptyPerf.java,False,"404 models/gemini-pro is not found for API version v1beta, or is not supported for generateContent. Call ListModels to see the list of available models and their supported methods."
RxJava,src/jmh/java/io/reactivex/rxjava3/xmapz/FlowableConcatMapMaybePerf.java,False,"404 models/gemini-pro is not found for API version v1beta, or is not supported for generateContent. Call ListModels to see the list of available models and their supported methods."
RxJava,src/jmh/java/io/reactivex/rxjava3/xmapz/FlowableConcatMapSinglePerf.java,False,"404 models/gemini-pro is not found for API version v1beta, or is not supported for generateContent. Call ListModels to see the list of available models and their supported methods."
RxJava,src/jmh/java/io/reactivex/rxjava3/xmapz/FlowableFlatMapCompletablePerf.java,False,"404 models/gemini-pro is not found for API version v1beta, or is not supported for generateContent. Call ListModels to see the list of available models and their supported methods."
RxJava,src/jmh/java/io/reactivex/rxjava3/xmapz/FlowableFlatMapMaybeEmptyPerf.java,False,"404 models/gemini-pro is not found for API version v1beta, or is not supported for generateContent. Call ListModels to see the list of available models and their supported methods."
RxJava,src/jmh/java/io/reactivex/rxjava3/xmapz/FlowableFlatMapMaybePerf.java,False,"404 models/gemini-pro is not found for API version v1beta, or is not supported for generateContent. Call ListModels to see the list of available models and their supported methods."
RxJava,src/jmh/java/io/reactivex/rxjava3/xmapz/FlowableFlatMapSinglePerf.java,False,"404 models/gemini-pro is not found for API version v1beta, or is not supported for generateContent. Call ListModels to see the list of available models and their supported methods."
RxJava,src/jmh/java/io/reactivex/rxjava3/xmapz/FlowableSwitchMapCompletablePerf.java,False,"404 models/gemini-pro is not found for API version v1beta, or is not supported for generateContent. Call ListModels to see the list of available models and their supported methods."
RxJava,src/jmh/java/io/reactivex/rxjava3/xmapz/FlowableSwitchMapMaybeEmptyPerf.java,False,"404 models/gemini-pro is not found for API version v1beta, or is not supported for generateContent. Call ListModels to see the list of available models and their supported methods."
RxJava,src/jmh/java/io/reactivex/rxjava3/xmapz/FlowableSwitchMapMaybePerf.java,False,"404 models/gemini-pro is not found for API version v1beta, or is not supported for generateContent. Call ListModels to see the list of available models and their supported methods."
RxJava,src/jmh/java/io/reactivex/rxjava3/xmapz/FlowableSwitchMapSinglePerf.java,False,"404 models/gemini-pro is not found for API version v1beta, or is not supported for generateContent. Call ListModels to see the list of available models and their supported methods."
RxJava,src/jmh/java/io/reactivex/rxjava3/xmapz/ObservableConcatMapCompletablePerf.java,False,"404 models/gemini-pro is not found for API version v1beta, or is not supported for generateContent. Call ListModels to see the list of available models and their supported methods."
RxJava,src/jmh/java/io/reactivex/rxjava3/xmapz/ObservableConcatMapMaybeEmptyPerf.java,False,"404 models/gemini-pro is not found for API version v1beta, or is not supported for generateContent. Call ListModels to see the list of available models and their supported methods."
RxJava,src/jmh/java/io/reactivex/rxjava3/xmapz/ObservableConcatMapMaybePerf.java,False,"404 models/gemini-pro is not found for API version v1beta, or is not supported for generateContent. Call ListModels to see the list of available models and their supported methods."
RxJava,src/jmh/java/io/reactivex/rxjava3/xmapz/ObservableConcatMapSinglePerf.java,False,"404 models/gemini-pro is not found for API version v1beta, or is not supported for generateContent. Call ListModels to see the list of available models and their supported methods."
RxJava,src/jmh/java/io/reactivex/rxjava3/xmapz/ObservableFlatMapCompletablePerf.java,False,"404 models/gemini-pro is not found for API version v1beta, or is not supported for generateContent. Call ListModels to see the list of available models and their supported methods."
RxJava,src/jmh/java/io/reactivex/rxjava3/xmapz/ObservableFlatMapMaybeEmptyPerf.java,False,"404 models/gemini-pro is not found for API version v1beta, or is not supported for generateContent. Call ListModels to see the list of available models and their supported methods."
RxJava,src/jmh/java/io/reactivex/rxjava3/xmapz/ObservableFlatMapMaybePerf.java,False,"404 models/gemini-pro is not found for API version v1beta, or is not supported for generateContent. Call ListModels to see the list of available models and their supported methods."
RxJava,src/jmh/java/io/reactivex/rxjava3/xmapz/ObservableFlatMapSinglePerf.java,False,"404 models/gemini-pro is not found for API version v1beta, or is not supported for generateContent. Call ListModels to see the list of available models and their supported methods."
RxJava,src/jmh/java/io/reactivex/rxjava3/xmapz/ObservableSwitchMapCompletablePerf.java,False,"404 models/gemini-pro is not found for API version v1beta, or is not supported for generateContent. Call ListModels to see the list of available models and their supported methods."
RxJava,src/jmh/java/io/reactivex/rxjava3/xmapz/ObservableSwitchMapMaybeEmptyPerf.java,False,"404 models/gemini-pro is not found for API version v1beta, or is not supported for generateContent. Call ListModels to see the list of available models and their supported methods."
RxJava,src/jmh/java/io/reactivex/rxjava3/xmapz/ObservableSwitchMapMaybePerf.java,False,"404 models/gemini-pro is not found for API version v1beta, or is not supported for generateContent. Call ListModels to see the list of available models and their supported methods."
RxJava,src/jmh/java/io/reactivex/rxjava3/xmapz/ObservableSwitchMapSinglePerf.java,False,"404 models/gemini-pro is not found for API version v1beta, or is not supported for generateContent. Call ListModels to see the list of available models and their supported methods."
RxJava,src/main/java/io/reactivex/rxjava3/annotations/SchedulerSupport.java,False,"404 models/gemini-pro is not found for API version v1beta, or is not supported for generateContent. Call ListModels to see the list of available models and their supported methods."
RxJava,src/main/java/io/reactivex/rxjava3/core/CompletableEmitter.java,False,"404 models/gemini-pro is not found for API version v1beta, or is not supported for generateContent. Call ListModels to see the list of available models and their supported methods."
RxJava,src/main/java/io/reactivex/rxjava3/core/CompletableObserver.java,False,"404 models/gemini-pro is not found for API version v1beta, or is not supported for generateContent. Call ListModels to see the list of available models and their supported methods."
RxJava,src/main/java/io/reactivex/rxjava3/core/FlowableEmitter.java,False,"404 models/gemini-pro is not found for API version v1beta, or is not supported for generateContent. Call ListModels to see the list of available models and their supported methods."
RxJava,src/main/java/io/reactivex/rxjava3/core/MaybeEmitter.java,False,"404 models/gemini-pro is not found for API version v1beta, or is not supported for generateContent. Call ListModels to see the list of available models and their supported methods."
RxJava,src/main/java/io/reactivex/rxjava3/core/MaybeObserver.java,False,"404 models/gemini-pro is not found for API version v1beta, or is not supported for generateContent. Call ListModels to see the list of available models and their supported methods."
RxJava,src/main/java/io/reactivex/rxjava3/core/Notification.java,False,"404 models/gemini-pro is not found for API version v1beta, or is not supported for generateContent. Call ListModels to see the list of available models and their supported methods."
RxJava,src/main/java/io/reactivex/rxjava3/core/ObservableEmitter.java,False,"404 models/gemini-pro is not found for API version v1beta, or is not supported for generateContent. Call ListModels to see the list of available models and their supported methods."
RxJava,src/main/java/io/reactivex/rxjava3/core/Observer.java,False,"404 models/gemini-pro is not found for API version v1beta, or is not supported for generateContent. Call ListModels to see the list of available models and their supported methods."
RxJava,src/main/java/io/reactivex/rxjava3/core/SingleEmitter.java,False,"404 models/gemini-pro is not found for API version v1beta, or is not supported for generateContent. Call ListModels to see the list of available models and their supported methods."
RxJava,src/main/java/io/reactivex/rxjava3/core/SingleObserver.java,False,"404 models/gemini-pro is not found for API version v1beta, or is not supported for generateContent. Call ListModels to see the list of available models and their supported methods."
RxJava,src/main/java/io/reactivex/rxjava3/core/package-info.java,False,"404 models/gemini-pro is not found for API version v1beta, or is not supported for generateContent. Call ListModels to see the list of available models and their supported methods."
RxJava,src/main/java/io/reactivex/rxjava3/disposables/CompositeDisposable.java,False,"404 models/gemini-pro is not found for API version v1beta, or is not supported for generateContent. Call ListModels to see the list of available models and their supported methods."
RxJava,src/main/java/io/reactivex/rxjava3/disposables/Disposable.java,False,"404 models/gemini-pro is not found for API version v1beta, or is not supported for generateContent. Call ListModels to see the list of available models and their supported methods."
RxJava,src/main/java/io/reactivex/rxjava3/disposables/ReferenceDisposable.java,False,"404 models/gemini-pro is not found for API version v1beta, or is not supported for generateContent. Call ListModels to see the list of available models and their supported methods."
RxJava,src/main/java/io/reactivex/rxjava3/disposables/SerialDisposable.java,False,"404 models/gemini-pro is not found for API version v1beta, or is not supported for generateContent. Call ListModels to see the list of available models and their supported methods."
RxJava,src/main/java/io/reactivex/rxjava3/exceptions/CompositeException.java,False,"404 models/gemini-pro is not found for API version v1beta, or is not supported for generateContent. Call ListModels to see the list of available models and their supported methods."
RxJava,src/main/java/io/reactivex/rxjava3/exceptions/Exceptions.java,False,"404 models/gemini-pro is not found for API version v1beta, or is not supported for generateContent. Call ListModels to see the list of available models and their supported methods."
RxJava,src/main/java/io/reactivex/rxjava3/exceptions/MissingBackpressureException.java,False,"404 models/gemini-pro is not found for API version v1beta, or is not supported for generateContent. Call ListModels to see the list of available models and their supported methods."
RxJava,src/main/java/io/reactivex/rxjava3/exceptions/OnErrorNotImplementedException.java,False,"404 models/gemini-pro is not found for API version v1beta, or is not supported for generateContent. Call ListModels to see the list of available models and their supported methods."
RxJava,src/main/java/io/reactivex/rxjava3/flowables/ConnectableFlowable.java,False,"404 models/gemini-pro is not found for API version v1beta, or is not supported for generateContent. Call ListModels to see the list of available models and their supported methods."
RxJava,src/main/java/io/reactivex/rxjava3/flowables/GroupedFlowable.java,False,"404 models/gemini-pro is not found for API version v1beta, or is not supported for generateContent. Call ListModels to see the list of available models and their supported methods."
RxJava,src/main/java/io/reactivex/rxjava3/internal/disposables/ArrayCompositeDisposable.java,False,"404 models/gemini-pro is not found for API version v1beta, or is not supported for generateContent. Call ListModels to see the list of available models and their supported methods."
RxJava,src/main/java/io/reactivex/rxjava3/internal/disposables/CancellableDisposable.java,False,"404 models/gemini-pro is not found for API version v1beta, or is not supported for generateContent. Call ListModels to see the list of available models and their supported methods."
RxJava,src/main/java/io/reactivex/rxjava3/internal/disposables/DisposableHelper.java,False,"404 models/gemini-pro is not found for API version v1beta, or is not supported for generateContent. Call ListModels to see the list of available models and their supported methods."
RxJava,src/main/java/io/reactivex/rxjava3/internal/disposables/EmptyDisposable.java,False,"404 models/gemini-pro is not found for API version v1beta, or is not supported for generateContent. Call ListModels to see the list of available models and their supported methods."
RxJava,src/main/java/io/reactivex/rxjava3/internal/disposables/ListCompositeDisposable.java,False,"404 models/gemini-pro is not found for API version v1beta, or is not supported for generateContent. Call ListModels to see the list of available models and their supported methods."
RxJava,src/main/java/io/reactivex/rxjava3/internal/disposables/SequentialDisposable.java,False,"404 models/gemini-pro is not found for API version v1beta, or is not supported for generateContent. Call ListModels to see the list of available models and their supported methods."
RxJava,src/main/java/io/reactivex/rxjava3/internal/functions/ObjectHelper.java,False,"404 models/gemini-pro is not found for API version v1beta, or is not supported for generateContent. Call ListModels to see the list of available models and their supported methods."
RxJava,src/main/java/io/reactivex/rxjava3/internal/fuseable/AbstractEmptyQueueFuseable.java,False,"404 models/gemini-pro is not found for API version v1beta, or is not supported for generateContent. Call ListModels to see the list of available models and their supported methods."
RxJava,src/main/java/io/reactivex/rxjava3/internal/jdk8/CompletableFromCompletionStage.java,False,"404 models/gemini-pro is not found for API version v1beta, or is not supported for generateContent. Call ListModels to see the list of available models and their supported methods."
RxJava,src/main/java/io/reactivex/rxjava3/internal/jdk8/CompletionStageConsumer.java,False,"404 models/gemini-pro is not found for API version v1beta, or is not supported for generateContent. Call ListModels to see the list of available models and their supported methods."
RxJava,src/main/java/io/reactivex/rxjava3/internal/jdk8/FlowableCollectWithCollector.java,False,"404 models/gemini-pro is not found for API version v1beta, or is not supported for generateContent. Call ListModels to see the list of available models and their supported methods."
RxJava,src/main/java/io/reactivex/rxjava3/internal/jdk8/FlowableCollectWithCollectorSingle.java,False,"404 models/gemini-pro is not found for API version v1beta, or is not supported for generateContent. Call ListModels to see the list of available models and their supported methods."
RxJava,src/main/java/io/reactivex/rxjava3/internal/jdk8/FlowableFirstStageSubscriber.java,False,"404 models/gemini-pro is not found for API version v1beta, or is not supported for generateContent. Call ListModels to see the list of available models and their supported methods."
RxJava,src/main/java/io/reactivex/rxjava3/internal/jdk8/FlowableFlatMapStream.java,False,"404 models/gemini-pro is not found for API version v1beta, or is not supported for generateContent. Call ListModels to see the list of available models and their supported methods."
RxJava,src/main/java/io/reactivex/rxjava3/internal/jdk8/FlowableFromCompletionStage.java,False,"404 models/gemini-pro is not found for API version v1beta, or is not supported for generateContent. Call ListModels to see the list of available models and their supported methods."
RxJava,src/main/java/io/reactivex/rxjava3/internal/jdk8/FlowableFromStream.java,False,"404 models/gemini-pro is not found for API version v1beta, or is not supported for generateContent. Call ListModels to see the list of available models and their supported methods."
RxJava,src/main/java/io/reactivex/rxjava3/internal/jdk8/FlowableLastStageSubscriber.java,False,"404 models/gemini-pro is not found for API version v1beta, or is not supported for generateContent. Call ListModels to see the list of available models and their supported methods."
RxJava,src/main/java/io/reactivex/rxjava3/internal/jdk8/FlowableMapOptional.java,False,"404 models/gemini-pro is not found for API version v1beta, or is not supported for generateContent. Call ListModels to see the list of available models and their supported methods."
RxJava,src/main/java/io/reactivex/rxjava3/internal/jdk8/FlowableSingleStageSubscriber.java,False,"404 models/gemini-pro is not found for API version v1beta, or is not supported for generateContent. Call ListModels to see the list of available models and their supported methods."
RxJava,src/main/java/io/reactivex/rxjava3/internal/jdk8/FlowableStageSubscriber.java,False,"404 models/gemini-pro is not found for API version v1beta, or is not supported for generateContent. Call ListModels to see the list of available models and their supported methods."
RxJava,src/main/java/io/reactivex/rxjava3/internal/jdk8/MaybeFlattenStreamAsFlowable.java,False,"404 models/gemini-pro is not found for API version v1beta, or is not supported for generateContent. Call ListModels to see the list of available models and their supported methods."
RxJava,src/main/java/io/reactivex/rxjava3/internal/jdk8/MaybeFlattenStreamAsObservable.java,False,"404 models/gemini-pro is not found for API version v1beta, or is not supported for generateContent. Call ListModels to see the list of available models and their supported methods."
RxJava,src/main/java/io/reactivex/rxjava3/internal/jdk8/MaybeFromCompletionStage.java,False,"404 models/gemini-pro is not found for API version v1beta, or is not supported for generateContent. Call ListModels to see the list of available models and their supported methods."
RxJava,src/main/java/io/reactivex/rxjava3/internal/jdk8/MaybeMapOptional.java,False,"404 models/gemini-pro is not found for API version v1beta, or is not supported for generateContent. Call ListModels to see the list of available models and their supported methods."
RxJava,src/main/java/io/reactivex/rxjava3/internal/jdk8/ObservableCollectWithCollector.java,False,"404 models/gemini-pro is not found for API version v1beta, or is not supported for generateContent. Call ListModels to see the list of available models and their supported methods."
RxJava,src/main/java/io/reactivex/rxjava3/internal/jdk8/ObservableCollectWithCollectorSingle.java,False,"404 models/gemini-pro is not found for API version v1beta, or is not supported for generateContent. Call ListModels to see the list of available models and their supported methods."
RxJava,src/main/java/io/reactivex/rxjava3/internal/jdk8/ObservableFirstStageObserver.java,False,"404 models/gemini-pro is not found for API version v1beta, or is not supported for generateContent. Call ListModels to see the list of available models and their supported methods."
RxJava,src/main/java/io/reactivex/rxjava3/internal/jdk8/ObservableFlatMapStream.java,False,"404 models/gemini-pro is not found for API version v1beta, or is not supported for generateContent. Call ListModels to see the list of available models and their supported methods."
RxJava,src/main/java/io/reactivex/rxjava3/internal/jdk8/ObservableFromCompletionStage.java,False,"404 models/gemini-pro is not found for API version v1beta, or is not supported for generateContent. Call ListModels to see the list of available models and their supported methods."
RxJava,src/main/java/io/reactivex/rxjava3/internal/jdk8/ObservableFromStream.java,False,"404 models/gemini-pro is not found for API version v1beta, or is not supported for generateContent. Call ListModels to see the list of available models and their supported methods."
RxJava,src/main/java/io/reactivex/rxjava3/internal/jdk8/ObservableLastStageObserver.java,False,"404 models/gemini-pro is not found for API version v1beta, or is not supported for generateContent. Call ListModels to see the list of available models and their supported methods."
RxJava,src/main/java/io/reactivex/rxjava3/internal/jdk8/ObservableMapOptional.java,False,"404 models/gemini-pro is not found for API version v1beta, or is not supported for generateContent. Call ListModels to see the list of available models and their supported methods."
RxJava,src/main/java/io/reactivex/rxjava3/internal/jdk8/ObservableSingleStageObserver.java,False,"404 models/gemini-pro is not found for API version v1beta, or is not supported for generateContent. Call ListModels to see the list of available models and their supported methods."
RxJava,src/main/java/io/reactivex/rxjava3/internal/jdk8/ObservableStageObserver.java,False,"404 models/gemini-pro is not found for API version v1beta, or is not supported for generateContent. Call ListModels to see the list of available models and their supported methods."
RxJava,src/main/java/io/reactivex/rxjava3/internal/jdk8/ParallelCollector.java,False,"404 models/gemini-pro is not found for API version v1beta, or is not supported for generateContent. Call ListModels to see the list of available models and their supported methods."
RxJava,src/main/java/io/reactivex/rxjava3/internal/jdk8/ParallelFlatMapStream.java,False,"404 models/gemini-pro is not found for API version v1beta, or is not supported for generateContent. Call ListModels to see the list of available models and their supported methods."
RxJava,src/main/java/io/reactivex/rxjava3/internal/jdk8/ParallelMapOptional.java,False,"404 models/gemini-pro is not found for API version v1beta, or is not supported for generateContent. Call ListModels to see the list of available models and their supported methods."
RxJava,src/main/java/io/reactivex/rxjava3/internal/jdk8/ParallelMapTryOptional.java,False,"404 models/gemini-pro is not found for API version v1beta, or is not supported for generateContent. Call ListModels to see the list of available models and their supported methods."
RxJava,src/main/java/io/reactivex/rxjava3/internal/jdk8/SingleFromCompletionStage.java,False,"404 models/gemini-pro is not found for API version v1beta, or is not supported for generateContent. Call ListModels to see the list of available models and their supported methods."
RxJava,src/main/java/io/reactivex/rxjava3/internal/jdk8/SingleMapOptional.java,False,"404 models/gemini-pro is not found for API version v1beta, or is not supported for generateContent. Call ListModels to see the list of available models and their supported methods."
RxJava,src/main/java/io/reactivex/rxjava3/internal/observers/AbstractDisposableAutoRelease.java,False,"404 models/gemini-pro is not found for API version v1beta, or is not supported for generateContent. Call ListModels to see the list of available models and their supported methods."
RxJava,src/main/java/io/reactivex/rxjava3/internal/observers/BasicFuseableObserver.java,False,"404 models/gemini-pro is not found for API version v1beta, or is not supported for generateContent. Call ListModels to see the list of available models and their supported methods."
RxJava,src/main/java/io/reactivex/rxjava3/internal/observers/BiConsumerSingleObserver.java,False,"404 models/gemini-pro is not found for API version v1beta, or is not supported for generateContent. Call ListModels to see the list of available models and their supported methods."
RxJava,src/main/java/io/reactivex/rxjava3/internal/observers/BlockingBaseObserver.java,False,"404 models/gemini-pro is not found for API version v1beta, or is not supported for generateContent. Call ListModels to see the list of available models and their supported methods."
RxJava,src/main/java/io/reactivex/rxjava3/internal/observers/BlockingDisposableMultiObserver.java,False,"404 models/gemini-pro is not found for API version v1beta, or is not supported for generateContent. Call ListModels to see the list of available models and their supported methods."
RxJava,src/main/java/io/reactivex/rxjava3/internal/observers/BlockingMultiObserver.java,False,"404 models/gemini-pro is not found for API version v1beta, or is not supported for generateContent. Call ListModels to see the list of available models and their supported methods."
RxJava,src/main/java/io/reactivex/rxjava3/internal/observers/BlockingObserver.java,False,"404 models/gemini-pro is not found for API version v1beta, or is not supported for generateContent. Call ListModels to see the list of available models and their supported methods."
RxJava,src/main/java/io/reactivex/rxjava3/internal/observers/CallbackCompletableObserver.java,False,"404 models/gemini-pro is not found for API version v1beta, or is not supported for generateContent. Call ListModels to see the list of available models and their supported methods."
RxJava,src/main/java/io/reactivex/rxjava3/internal/observers/ConsumerSingleObserver.java,False,"404 models/gemini-pro is not found for API version v1beta, or is not supported for generateContent. Call ListModels to see the list of available models and their supported methods."
RxJava,src/main/java/io/reactivex/rxjava3/internal/observers/DeferredScalarDisposable.java,False,"404 models/gemini-pro is not found for API version v1beta, or is not supported for generateContent. Call ListModels to see the list of available models and their supported methods."
RxJava,src/main/java/io/reactivex/rxjava3/internal/observers/DeferredScalarObserver.java,False,"404 models/gemini-pro is not found for API version v1beta, or is not supported for generateContent. Call ListModels to see the list of available models and their supported methods."
RxJava,src/main/java/io/reactivex/rxjava3/internal/observers/DisposableAutoReleaseMultiObserver.java,False,"404 models/gemini-pro is not found for API version v1beta, or is not supported for generateContent. Call ListModels to see the list of available models and their supported methods."
RxJava,src/main/java/io/reactivex/rxjava3/internal/observers/DisposableAutoReleaseObserver.java,False,"404 models/gemini-pro is not found for API version v1beta, or is not supported for generateContent. Call ListModels to see the list of available models and their supported methods."
RxJava,src/main/java/io/reactivex/rxjava3/internal/observers/DisposableLambdaObserver.java,False,"404 models/gemini-pro is not found for API version v1beta, or is not supported for generateContent. Call ListModels to see the list of available models and their supported methods."
RxJava,src/main/java/io/reactivex/rxjava3/internal/observers/EmptyCompletableObserver.java,False,"404 models/gemini-pro is not found for API version v1beta, or is not supported for generateContent. Call ListModels to see the list of available models and their supported methods."
RxJava,src/main/java/io/reactivex/rxjava3/internal/observers/ForEachWhileObserver.java,False,"404 models/gemini-pro is not found for API version v1beta, or is not supported for generateContent. Call ListModels to see the list of available models and their supported methods."
RxJava,src/main/java/io/reactivex/rxjava3/internal/observers/FutureMultiObserver.java,False,"404 models/gemini-pro is not found for API version v1beta, or is not supported for generateContent. Call ListModels to see the list of available models and their supported methods."
RxJava,src/main/java/io/reactivex/rxjava3/internal/observers/FutureObserver.java,False,"404 models/gemini-pro is not found for API version v1beta, or is not supported for generateContent. Call ListModels to see the list of available models and their supported methods."
RxJava,src/main/java/io/reactivex/rxjava3/internal/observers/InnerQueuedObserver.java,False,"404 models/gemini-pro is not found for API version v1beta, or is not supported for generateContent. Call ListModels to see the list of available models and their supported methods."
RxJava,src/main/java/io/reactivex/rxjava3/internal/observers/LambdaObserver.java,False,"404 models/gemini-pro is not found for API version v1beta, or is not supported for generateContent. Call ListModels to see the list of available models and their supported methods."
RxJava,src/main/java/io/reactivex/rxjava3/internal/observers/QueueDrainObserver.java,False,"404 models/gemini-pro is not found for API version v1beta, or is not supported for generateContent. Call ListModels to see the list of available models and their supported methods."
RxJava,src/main/java/io/reactivex/rxjava3/internal/observers/ResumeSingleObserver.java,False,"404 models/gemini-pro is not found for API version v1beta, or is not supported for generateContent. Call ListModels to see the list of available models and their supported methods."
RxJava,src/main/java/io/reactivex/rxjava3/internal/observers/SafeCompletableObserver.java,False,"404 models/gemini-pro is not found for API version v1beta, or is not supported for generateContent. Call ListModels to see the list of available models and their supported methods."
